,topic,in_dgr,out_dgr,generality
1276,Parrot,20,25,0.8
1277,Dog,50,39,1.2820512820512822
1278,Cold_War,166,39,4.256410256410256
1279,Kylie_Minogue,6,30,0.2
1280,Commodore_64,13,13,1.0
1281,Saint_Helena,35,24,1.4583333333333333
1282,Common_Tern,2,14,0.14285714285714285
1283,Hurricane_Katrina,49,54,0.9074074074074074
1284,Common_Cuckoo,3,16,0.1875
1285,Comet_Halley,8,19,0.42105263157894735
1286,Richard_II_of_England,16,18,0.8888888888888888
1287,Trimurti,2,6,0.3333333333333333
1288,Ice_age,72,24,3.0
1289,Édouard_Manet,0,20,0.0
1290,Schizophrenia,21,39,0.5384615384615384
1291,Wernher_von_Braun,12,35,0.34285714285714286
1292,TeX,7,20,0.35
1293,"German_Crusade,_1096",5,14,0.35714285714285715
1294,Tropical_Storm_Danielle_(1992),0,4,0.0
1295,Anschluss,13,33,0.3939393939393939
1296,Angelica,2,6,0.3333333333333333
1297,Layla,1,7,0.14285714285714285
1298,IPod,13,21,0.6190476190476191
1299,International_Space_Station,39,22,1.7727272727272727
1300,Jan_Mayen,6,15,0.4
1301,Fauna_of_Australia,2,72,0.027777777777777776
1302,Krypton,30,26,1.1538461538461537
1303,Venus,37,63,0.5873015873015873
1304,Forth_Bridge_(railway),3,13,0.23076923076923078
1305,French_language,314,85,3.6941176470588237
1306,Space_Invaders,3,9,0.3333333333333333
1307,"Charles_V,_Holy_Roman_Emperor",43,26,1.6538461538461537
1308,Hurricane_Alex_(2004),2,6,0.3333333333333333
1309,Rutherford_B._Hayes,7,14,0.5
1310,Iguanodon,7,23,0.30434782608695654
1311,Shroud_of_Turin,3,24,0.125
1312,Benjamin_Britten,14,9,1.5555555555555556
1313,Martina_Navratilova,4,14,0.2857142857142857
1314,Tehran,22,38,0.5789473684210527
1315,Henry_II_of_England,32,16,2.0
1316,Trigonometric_function,7,15,0.4666666666666667
1317,Uranus,17,34,0.5
1318,Volleyball,30,13,2.3076923076923075
1319,Basset_Hound,0,9,0.0
1320,Reza_Shah,2,14,0.14285714285714285
1321,United_States_Congress,65,43,1.5116279069767442
1322,Llywelyn_the_Great,2,12,0.16666666666666666
1323,Retina,24,11,2.1818181818181817
1324,Library_of_Alexandria,9,10,0.9
1325,International_Court_of_Justice,21,37,0.5675675675675675
1326,Abu_Dhabi,8,23,0.34782608695652173
1327,Government_of_France,2,16,0.125
1328,Immanuel_Kant,43,30,1.4333333333333333
1329,The_Frogs,0,2,0.0
1330,Cassowary,3,12,0.25
1331,Abbasid,29,17,1.7058823529411764
1332,Topology,15,11,1.3636363636363635
1333,Andromeda_Galaxy,8,15,0.5333333333333333
1334,Samoa,29,25,1.16
1335,Consolation_of_Philosophy,7,7,1.0
1336,Colorado_River,11,14,0.7857142857142857
1337,Nazism,122,50,2.44
1338,Liberalism,39,101,0.38613861386138615
1339,Vinaya,4,17,0.23529411764705882
1340,Kenya,105,133,0.7894736842105263
1341,Polar_ice_cap,4,13,0.3076923076923077
1342,55_Cancri_b,5,14,0.35714285714285715
1343,Afghanistan,143,66,2.1666666666666665
1344,Oligarchy,33,17,1.9411764705882353
1345,Gulf_of_Mexico,59,21,2.8095238095238093
1346,Australian_Open,19,11,1.7272727272727273
1347,Desert,53,23,2.3043478260869565
1348,Landform,14,16,0.875
1349,São_Tomé_and_Príncipe,42,21,2.0
1350,Guatemala,52,40,1.3
1351,Russia,520,105,4.9523809523809526
1352,Company_(law),7,7,1.0
1353,Ytterbium,10,24,0.4166666666666667
1354,Hurricane_John_(2006),0,8,0.0
1355,Eukaryote,25,10,2.5
1356,Roman_Greece,8,18,0.4444444444444444
1357,Phla-Pherá_languages,0,5,0.0
1358,Lightning_rod,3,15,0.2
1359,Ivory-billed_Woodpecker,2,19,0.10526315789473684
1360,Cambridge,36,38,0.9473684210526315
1361,Common_Basilisk,0,11,0.0
1362,Richard_I_of_England,19,25,0.76
1363,Horse,55,65,0.8461538461538461
1364,Monaco_Grand_Prix,1,9,0.1111111111111111
1365,Beatles_for_Sale,3,16,0.1875
1366,Manila,27,27,1.0
1367,Marc_Pugh,0,2,0.0
1368,Bolivia,68,61,1.1147540983606556
1369,Orion_Nebula,5,22,0.22727272727272727
1370,Long-tailed_Tit,0,9,0.0
1371,Cosmic_microwave_background_radiation,11,17,0.6470588235294118
1372,Floyd_Mayweather_Jr.,0,11,0.0
1373,Tiktaalik,1,12,0.08333333333333333
1374,Montreal,56,79,0.7088607594936709
1375,Diplodocus,9,25,0.36
1376,Quetzalcoatl,5,14,0.35714285714285715
1377,Orbit_(anatomy),3,3,1.0
1378,Hutu,9,13,0.6923076923076923
1379,Lake_Burley_Griffin,3,10,0.3
1380,Kakapo,4,27,0.14814814814814814
1381,James_Bond,19,36,0.5277777777777778
1382,Dodo,11,27,0.4074074074074074
1383,Sodium,64,38,1.6842105263157894
1384,Central_processing_unit,25,11,2.272727272727273
1385,War,83,43,1.930232558139535
1386,Robert_Stephenson,7,10,0.7
1387,Almaty,5,6,0.8333333333333334
1388,Keurusselkä,1,10,0.1
1389,Jaws_(film),9,11,0.8181818181818182
1390,Invasive_species,20,20,1.0
1391,Boa,3,7,0.42857142857142855
1392,Seaborgium,6,14,0.42857142857142855
1393,McFly_(band),1,11,0.09090909090909091
1394,Edmund_Burke,15,42,0.35714285714285715
1395,Medieval_literature,6,28,0.21428571428571427
1396,Looney_Tunes,8,14,0.5714285714285714
1397,Cryptography,20,38,0.5263157894736842
1398,Caesium_fluoride,1,6,0.16666666666666666
1399,Folk_music,54,33,1.6363636363636365
1400,Dance,27,27,1.0
1401,Habsburg_Spain,6,47,0.1276595744680851
1402,Oliver_Twist,3,27,0.1111111111111111
1403,Anglicanism,39,55,0.7090909090909091
1404,William_Harvey,7,7,1.0
1405,Internet,121,33,3.6666666666666665
1406,Cyclone_Rosita,0,4,0.0
1407,Watch,11,17,0.6470588235294118
1408,Ice_sheet,16,12,1.3333333333333333
1409,Ghana,85,24,3.5416666666666665
1410,California,251,39,6.435897435897436
1411,Hong_Kong,129,68,1.8970588235294117
1412,Formic_acid,6,23,0.2608695652173913
1413,Pedro_del_Valle,1,16,0.0625
1414,Lovage,10,6,1.6666666666666667
1415,Baghdad,56,32,1.75
1416,BBC_television_drama,5,31,0.16129032258064516
1417,Moldovans,3,13,0.23076923076923078
1418,First_Council_of_Nicaea,6,22,0.2727272727272727
1419,The_Count_of_Monte_Cristo,2,20,0.1
1420,Deity,32,22,1.4545454545454546
1421,Danske_Statsbaner,1,8,0.125
1422,Ununhexium,7,13,0.5384615384615384
1423,Áedán_mac_Gabráin,0,11,0.0
1424,Forth_Road_Bridge,1,11,0.09090909090909091
1425,Plymouth,16,32,0.5
1426,HMS_E18,0,4,0.0
1427,Eye_(cyclone),7,9,0.7777777777777778
1428,Vanadium,21,44,0.4772727272727273
1429,Friend_Directdebit,1,1,1.0
1430,War_of_the_Spanish_Succession,18,21,0.8571428571428571
1431,Season,27,30,0.9
1432,Soviet_Union,342,65,5.2615384615384615
1433,18th_century,172,95,1.8105263157894738
1434,Civil_War_token,0,8,0.0
1435,Mount_Vesuvius,6,25,0.24
1436,Hadrian's_Wall,14,17,0.8235294117647058
1437,Body_mass_index,2,3,0.6666666666666666
1438,Bodyline,4,12,0.3333333333333333
1439,Blue_shark,2,16,0.125
1440,Durham_Cathedral,6,12,0.5
1441,Local_government_in_the_United_Kingdom,1,20,0.05
1442,Phosphorus_trichloride,3,10,0.3
1443,Train,37,47,0.7872340425531915
1444,Republic_of_the_Congo,49,22,2.227272727272727
1445,Sphere,33,10,3.3
1446,Lope_de_Barrientos,0,14,0.0
1447,The_Shawshank_Redemption,2,7,0.2857142857142857
1448,Walter_Scott,18,17,1.0588235294117647
1449,Caratacus,1,7,0.14285714285714285
1450,Euclidean_geometry,13,8,1.625
1451,Periodic_table,110,134,0.8208955223880597
1452,Robert_Schumann,16,15,1.0666666666666667
1453,Jack_Kerouac,12,21,0.5714285714285714
1454,Gaza_Strip,14,27,0.5185185185185185
1455,Integrated_circuit,25,23,1.0869565217391304
1456,Rock_of_Gibraltar,1,10,0.1
1457,Mount_Rainier,7,12,0.5833333333333334
1458,Celine_Dion,5,29,0.1724137931034483
1459,Wallis_and_Futuna,11,27,0.4074074074074074
1460,Coffee,59,28,2.107142857142857
1461,Darth_Vader,6,14,0.42857142857142855
1462,Neighbours,3,14,0.21428571428571427
1463,Kevin_Spacey,1,14,0.07142857142857142
1464,Ayaan_Hirsi_Ali,4,31,0.12903225806451613
1465,Numismatics,7,14,0.5
1466,New_Caledonia,24,32,0.75
1467,Magna_Carta,30,40,0.75
1468,Lord_Voldemort,1,16,0.0625
1469,Measles,11,16,0.6875
1470,Emperor_Penguin,2,12,0.16666666666666666
1471,Tigris,24,14,1.7142857142857142
1472,Southern_United_States,28,74,0.3783783783783784
1473,Zambia,71,96,0.7395833333333334
1474,Caesar_cipher,2,9,0.2222222222222222
1475,Isis,8,30,0.26666666666666666
1476,Jorge_Luis_Borges,16,65,0.24615384615384617
1477,Kyoto_Protocol,12,42,0.2857142857142857
1478,Fern,24,17,1.411764705882353
1479,Bohrium,7,17,0.4117647058823529
1480,Giant's_Causeway,4,11,0.36363636363636365
1482,John_Logie_Baird,4,14,0.2857142857142857
1483,Pliocene,18,31,0.5806451612903226
1484,Chris_Evert,6,15,0.4
1485,Promethium,8,16,0.5
1486,Westminster_System,10,30,0.3333333333333333
1487,African_slave_trade,7,24,0.2916666666666667
1488,Epic_of_Gilgamesh,10,9,1.1111111111111112
1489,Royal_Navy,97,64,1.515625
1490,Rowan_Williams,9,16,0.5625
1491,Mysticism,22,31,0.7096774193548387
1492,Hubble_Deep_Field,4,14,0.2857142857142857
1493,Cyclamen,0,17,0.0
1494,The_Bahamas,62,27,2.2962962962962963
1495,Political_integration_of_India,1,30,0.03333333333333333
1496,Western_Roman_Empire,28,49,0.5714285714285714
1497,Tuberculosis,73,32,2.28125
1498,Acetone,14,9,1.5555555555555556
1499,The_Canadian,2,9,0.2222222222222222
1500,Jomsvikings,1,6,0.16666666666666666
1501,Turin,23,48,0.4791666666666667
1502,Baroque,57,41,1.3902439024390243
1503,Isospin,2,7,0.2857142857142857
1504,Quantity,4,6,0.6666666666666666
1505,Cambodia,85,37,2.2972972972972974
1506,Blue_Peter,4,10,0.4
1507,Forth,0,5,0.0
1508,Carboniferous,30,24,1.25
1509,Ars_moriendi,1,13,0.07692307692307693
1510,Walt_Whitman,12,15,0.8
1511,Thunderstorm,19,7,2.7142857142857144
1512,Athena,24,17,1.411764705882353
1513,Mosque,59,68,0.8676470588235294
1514,Music_of_Hungary,1,23,0.043478260869565216
1515,Hydrochloric_acid,36,28,1.2857142857142858
1516,Djibouti,50,155,0.3225806451612903
1517,House_of_Lords,62,25,2.48
1518,Great_Wall_of_China,16,19,0.8421052631578947
1519,Eskimo,6,9,0.6666666666666666
1520,Basel,19,21,0.9047619047619048
1521,Tibet,62,29,2.1379310344827585
1522,Sgt._Pepper's_Lonely_Hearts_Club_Band,8,24,0.3333333333333333
1523,War_of_the_League_of_Cambrai,3,16,0.1875
1524,Angola,80,21,3.8095238095238093
1525,Carcinus_maenas,1,39,0.02564102564102564
1526,Peter_I_of_Russia,16,10,1.6
1527,Tamil_people,17,68,0.25
1528,Lesotho,52,30,1.7333333333333334
1529,Quantum_mechanics,62,41,1.5121951219512195
1530,Olaudah_Equiano,1,11,0.09090909090909091
1531,Battle_of_Badr,2,12,0.16666666666666666
1532,Sundew,5,42,0.11904761904761904
1533,Day,75,19,3.9473684210526314
1534,Overseas_Railroad,1,10,0.1
1535,Siege,33,57,0.5789473684210527
1536,Laurent_Fignon,3,4,0.75
1537,Chestnut,13,18,0.7222222222222222
1538,Great_Salt_Lake,9,15,0.6
1539,Cell_(biology),54,24,2.25
1540,South_Korea,134,39,3.4358974358974357
1541,Hindi,55,37,1.4864864864864864
1542,Canadian_Charter_of_Rights_and_Freedoms,7,19,0.3684210526315789
1543,Anno_Domini,62,36,1.7222222222222223
1544,Book,21,27,0.7777777777777778
1545,Great_Barrier_Reef,11,16,0.6875
1546,Tin,58,41,1.4146341463414633
1547,HIV_AIDS_in_Africa,0,48,0.0
1548,Rembrandt,5,28,0.17857142857142858
1549,Great_Bustard,1,11,0.09090909090909091
1550,Gas_tungsten_arc_welding,7,28,0.25
1551,Aleksey_Arakcheyev,0,4,0.0
1552,DNA,100,31,3.225806451612903
1553,Stock_car_(rail),2,26,0.07692307692307693
1554,Vanilla,13,28,0.4642857142857143
1555,Radio,102,32,3.1875
1556,Sean_Connery,9,22,0.4090909090909091
1557,El_Lissitzky,2,38,0.05263157894736842
1558,Scotland,338,112,3.017857142857143
1559,Kuru_(disease),2,10,0.2
1560,Dennis_Ritchie,2,8,0.25
1561,Spix's_Macaw,0,7,0.0
1562,M-10003-6,0,4,0.0
1563,Edward_the_Confessor,25,18,1.3888888888888888
1564,"Theatre_Royal,_Drury_Lane",10,16,0.625
1565,David_III_of_Tao,0,10,0.0
1566,Suburbs_of_Johannesburg,0,20,0.0
1567,Australian_constitutional_law,0,19,0.0
1568,Venn_diagram,1,8,0.125
1569,Apollo_8,8,22,0.36363636363636365
1570,Newspaper,39,34,1.1470588235294117
1571,Ukulele,6,14,0.42857142857142855
1572,Science,135,40,3.375
1573,John_Adams,26,22,1.1818181818181819
1574,Saudi_Arabia,110,160,0.6875
1575,Royal_Air_Force,44,29,1.5172413793103448
1576,Middle_East,209,83,2.5180722891566263
1577,Battle_of_Lechaeum,1,3,0.3333333333333333
1578,Harald_Maddadsson,1,5,0.2
1579,Wikinews,3,13,0.23076923076923078
1580,Schrödinger_equation,14,9,1.5555555555555556
1581,Titanium,44,74,0.5945945945945946
1582,Redshift,14,39,0.358974358974359
1583,Earl_of_Shaftesbury,3,4,0.75
1584,Mary_Kingsley,0,7,0.0
1585,Bank_of_China_(Hong_Kong),0,11,0.0
1586,Prehistoric_man,0,36,0.0
1587,Leif_Ericson,3,15,0.2
1588,The_Lorax,1,7,0.14285714285714285
1589,Namibia,73,43,1.697674418604651
1590,Summer,50,16,3.125
1591,Odysseus,16,30,0.5333333333333333
1592,Basil_Brush,1,7,0.14285714285714285
1593,Thorax,10,4,2.5
1594,Iran,223,108,2.064814814814815
1595,Lighting_designer,2,1,2.0
1596,Holkham_Hall,3,15,0.2
1597,Ursuline_Convent_Riots,0,3,0.0
1598,Turtle,25,16,1.5625
1599,Munich,71,55,1.290909090909091
1600,Minmi_(dinosaur),1,10,0.1
1601,Grand_Canyon,16,18,0.8888888888888888
1602,William_Wilberforce,5,27,0.18518518518518517
1603,Church_of_England,90,34,2.6470588235294117
1604,Cubeb,11,25,0.44
1605,Bassoon,7,14,0.5
1606,Terbium,7,18,0.3888888888888889
1607,Polish-Lithuanian_Commonwealth,32,74,0.43243243243243246
1608,Genoa,54,36,1.5
1609,Crustacean,34,13,2.6153846153846154
1610,Drosophila_melanogaster,4,19,0.21052631578947367
1611,Music_of_New_Zealand,1,16,0.0625
1612,History_of_Poland_(1945–1989),0,42,0.0
1613,Lindisfarne_Gospels,3,13,0.23076923076923078
1614,Alfred_the_Great,21,29,0.7241379310344828
1615,Lake_Kivu,7,9,0.7777777777777778
1616,Matilda_of_Boulogne,2,4,0.5
1617,Piano,59,18,3.2777777777777777
1618,Common_Eider,0,11,0.0
1619,Svartálfar,1,3,0.3333333333333333
1620,Euston_Manifesto,0,16,0.0
1621,David_Copperfield_(novel),4,12,0.3333333333333333
1622,Final_Fantasy_(video_game),1,9,0.1111111111111111
1623,Kuwait_City,6,7,0.8571428571428571
1624,Nutmeg,17,31,0.5483870967741935
1625,List_of_Test_cricket_triple_centuries,1,8,0.125
1626,White_Wagtail,0,11,0.0
1627,Hammurabi,9,6,1.5
1628,Arctic_Circle,20,13,1.5384615384615385
1629,Milton_Keynes,6,28,0.21428571428571427
1630,Warren_G._Harding,9,38,0.23684210526315788
1631,A._E._J._Collins,0,9,0.0
1632,Helen,7,13,0.5384615384615384
1633,Coupling_(railway),2,23,0.08695652173913043
1634,Evolution,116,71,1.6338028169014085
1635,Willem_Barents,2,7,0.2857142857142857
1636,Eurasian_Oystercatcher,0,19,0.0
1637,Red_Panda,2,27,0.07407407407407407
1638,Tin_whistle,5,17,0.29411764705882354
1639,Fundamental_Rights_in_India,0,20,0.0
1640,2005_Lake_Tanganyika_earthquake,0,15,0.0
1641,Merrimack_River,3,5,0.6
1642,Plant,185,70,2.642857142857143
1643,Serenity_(film),4,25,0.16
1644,Fusarium,1,2,0.5
1645,Damascus_steel,2,20,0.1
1646,Birmingham,55,81,0.6790123456790124
1647,Angkor_Wat,5,20,0.25
1648,Mauna_Loa,5,9,0.5555555555555556
1649,Marie_Curie,10,17,0.5882352941176471
1650,Joel_Brand,1,37,0.02702702702702703
1651,Comet_Hyakutake,4,22,0.18181818181818182
1652,All_You_Need_Is_Love_(The_JAMs_song),1,10,0.1
1653,Popular_culture_studies,1,8,0.125
1654,Project_Vanguard,3,10,0.3
1655,"Constitution_of_May_3,_1791",2,25,0.08
1656,NATO,90,96,0.9375
1657,Ming_Dynasty,34,19,1.7894736842105263
1658,African_Union,38,89,0.42696629213483145
1659,Ben-Hur_(1959_film),0,9,0.0
1660,Strait_of_Malacca,4,20,0.2
1661,4-2-0,4,4,1.0
1662,"Minneapolis,_Minnesota",15,54,0.2777777777777778
1663,Tanzania,95,122,0.7786885245901639
1664,Cambrian_explosion,10,19,0.5263157894736842
1665,Adelaide,18,22,0.8181818181818182
1666,George_I_of_Great_Britain,17,30,0.5666666666666667
1667,Shanghai,54,80,0.675
1668,Central_African_Republic,52,36,1.4444444444444444
1669,Mona_Lisa,10,41,0.24390243902439024
1670,Lima,16,16,1.0
1671,Virgil,29,30,0.9666666666666667
1672,Gustavus_Franklin_Swift,2,31,0.06451612903225806
1673,Military_history_of_Puerto_Rico,1,61,0.01639344262295082
1674,Beaver,13,32,0.40625
1675,Ganesha,6,18,0.3333333333333333
1676,Ward_Cunningham,2,3,0.6666666666666666
1677,Jamaica,89,44,2.022727272727273
1678,Oliver_Cromwell,48,32,1.5
1679,Zion_National_Park,3,44,0.06818181818181818
1680,Huntington's_disease,3,9,0.3333333333333333
1681,Solar_eclipse,24,22,1.0909090909090908
1682,Dál_Riata,14,18,0.7777777777777778
1683,Spider,22,26,0.8461538461538461
1684,Scottish_Episcopal_Church,11,12,0.9166666666666666
1685,Invasion,15,64,0.234375
1686,John_Cabot,8,11,0.7272727272727273
1687,Sand_art_and_play,3,16,0.1875
1688,Phosphorus,41,52,0.7884615384615384
1689,Bison,10,11,0.9090909090909091
1690,Apricot,6,42,0.14285714285714285
1691,Game,13,29,0.4482758620689655
1692,Osprey,5,24,0.20833333333333334
1693,Caribbean_Sea,59,21,2.8095238095238093
1694,Benzene,18,23,0.782608695652174
1695,European_Space_Agency,21,46,0.45652173913043476
1696,GDRT,1,6,0.16666666666666666
1697,Hydrogen,155,56,2.767857142857143
1698,Railway_post_office,1,6,0.16666666666666666
1699,Super_Bowl_XL,4,35,0.11428571428571428
1700,Common_sage,15,13,1.1538461538461537
1701,Matthew_Brettingham,1,10,0.1
1702,Richard_III_(play),11,16,0.6875
1703,Obi-Wan_Kenobi,3,13,0.23076923076923078
1704,University_of_Cambridge,77,46,1.673913043478261
1705,Card_game,9,11,0.8181818181818182
1706,Stargate_SG-1,11,50,0.22
1707,Multiple_sequence_alignment,1,6,0.16666666666666666
1708,Meander,6,3,2.0
1709,Right_whale,2,32,0.0625
1710,E._E._Cummings,7,21,0.3333333333333333
1711,Sauropsid,0,16,0.0
1712,Gallery_of_the_Kings_and_Queens_of_England,0,34,0.0
1713,Ishango_bone,1,9,0.1111111111111111
1714,Oregon,41,32,1.28125
1715,RSS_(file_format),6,6,1.0
1716,Alice's_Adventures_in_Wonderland,8,22,0.36363636363636365
1717,Mother_Teresa,4,36,0.1111111111111111
1718,History_of_Earth,10,97,0.10309278350515463
1719,Trinity,21,23,0.9130434782608695
1720,Isle_of_Wight,23,36,0.6388888888888888
1721,Condoleezza_Rice,15,91,0.16483516483516483
1722,Florence_Nightingale,7,26,0.2692307692307692
1723,"Boston,_Massachusetts",115,32,3.59375
1724,Magnet,17,10,1.7
1725,Hurricane_Floyd,6,14,0.42857142857142855
1726,Bamako,4,16,0.25
1727,2005_Atlantic_hurricane_season,26,56,0.4642857142857143
1728,Jordan_River,12,20,0.6
1729,Indian_independence_movement,26,53,0.49056603773584906
1730,Cape_Verde,62,28,2.2142857142857144
1731,Frances_Oldham_Kelsey,0,5,0.0
1732,Estonia,72,42,1.7142857142857142
1733,Statue_of_Zeus_at_Olympia,2,8,0.25
1734,Python_(programming_language),2,9,0.2222222222222222
1735,Milgram_experiment,1,7,0.14285714285714285
1736,Epaminondas,3,7,0.42857142857142855
1737,British_Empire,142,129,1.1007751937984496
1738,Ouagadougou,4,19,0.21052631578947367
1739,Mausoleum_of_Maussollos,0,26,0.0
1740,Batholith,6,8,0.75
1741,Bean,17,7,2.4285714285714284
1742,Volt,23,5,4.6
1743,Elias_Ashmole,1,16,0.0625
1744,Rhenium,11,32,0.34375
1745,Black_Death,48,61,0.7868852459016393
1746,Archimedes,13,22,0.5909090909090909
1747,Zebra_shark,1,9,0.1111111111111111
1748,The_Picture_of_Dorian_Gray,1,17,0.058823529411764705
1749,Pyrite,13,21,0.6190476190476191
1750,The_Curious_Incident_of_the_Dog_in_the_Night-time,1,14,0.07142857142857142
1751,Binomial_nomenclature,295,12,24.583333333333332
1752,Mongoose,5,22,0.22727272727272727
1753,55_Cancri_e,2,16,0.125
1754,Firecrest,1,9,0.1111111111111111
1755,Park,22,46,0.4782608695652174
1756,Thomas_Pynchon,7,45,0.15555555555555556
1757,American_popular_music,7,41,0.17073170731707318
1758,Maxwell's_equations,20,18,1.1111111111111112
1759,The_Legend_of_Zelda_series,2,12,0.16666666666666666
1760,Scott_Special,0,9,0.0
1761,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,3,4,0.75
1762,"Georgetown,_Guyana",3,14,0.21428571428571427
1763,Athens,85,85,1.0
1764,M25_motorway,6,17,0.35294117647058826
1765,Intel_Corporation,2,16,0.125
1766,Comet_Hale-Bopp,3,26,0.11538461538461539
1767,Politics_of_the_United_Kingdom,9,41,0.21951219512195122
1768,Isaac_Brock,3,23,0.13043478260869565
1769,St_Michael's_Mount,0,13,0.0
1770,Ultraviolet,85,34,2.5
1771,Christopher_Wren,17,35,0.4857142857142857
1772,Lost_(TV_series),6,25,0.24
1773,Nicolaus_Copernicus,21,45,0.4666666666666667
1774,Super_Mario_Bros.,6,11,0.5454545454545454
1775,Simca_Vedette,0,8,0.0
1776,Gliese_876_b,3,17,0.17647058823529413
1777,Atlantis,10,50,0.2
1778,Number,13,40,0.325
1779,Ethics,56,20,2.8
1780,Falkland_Islands,31,44,0.7045454545454546
1781,Washington_Metro,3,15,0.2
1782,The_Great_Exhibition,4,12,0.3333333333333333
1783,Oil_painting,7,10,0.7
1784,Silent_film,9,9,1.0
1785,Battle_of_Normandy,23,43,0.5348837209302325
1786,Baltic_Sea,57,54,1.0555555555555556
1787,Worm,5,5,1.0
1788,Crust_(geology),38,9,4.222222222222222
1789,Folklore,47,18,2.611111111111111
1790,Btrieve,0,4,0.0
1791,Comet_White-Ortiz-Bolelli,0,10,0.0
1792,Vestigial_structure,3,14,0.21428571428571427
1793,Algiers,16,50,0.32
1794,Stroke,48,11,4.363636363636363
1795,Hugo_Wolf,2,8,0.25
1796,Dover,12,23,0.5217391304347826
1797,U.S._state,77,46,1.673913043478261
1798,Marjoram,11,38,0.2894736842105263
1799,Marginated_Tortoise,0,19,0.0
1800,Booby,1,12,0.08333333333333333
1801,Medieval_commune,5,11,0.45454545454545453
1802,Loch,7,7,1.0
1803,Antonín_Dvořák,7,21,0.3333333333333333
1804,Shining_Path,6,17,0.35294117647058826
1805,Luftwaffe,36,24,1.5
1806,Laos,65,31,2.096774193548387
1807,Cocoa,25,31,0.8064516129032258
1808,Hilda_of_Whitby,2,16,0.125
1809,Guadeloupe,46,32,1.4375
1810,4-6-0,5,5,1.0
1811,Tajikistan,54,29,1.8620689655172413
1812,Cuba,165,71,2.323943661971831
1813,Theatre,55,17,3.235294117647059
1814,Meitnerium,6,12,0.5
1815,Brown_trout,6,19,0.3157894736842105
1816,Italian_War_of_1521,3,20,0.15
1817,Oxbow_lake,3,9,0.3333333333333333
1818,Eleocharis_dulcis,1,9,0.1111111111111111
1819,Kyrgyzstan,51,40,1.275
1820,Tin(II)_chloride,1,18,0.05555555555555555
1821,Astronomy,95,75,1.2666666666666666
1822,Bread,23,64,0.359375
1823,Tom_and_Jerry_(MGM),2,19,0.10526315789473684
1824,Italo_disco,1,7,0.14285714285714285
1825,Order_of_Canada,6,19,0.3157894736842105
1826,Idit_Harel_Caperton,0,18,0.0
1827,Galerina,0,2,0.0
1828,U2,22,32,0.6875
1829,Mount_Kilimanjaro,9,11,0.8181818181818182
1830,New_Zealand,301,86,3.5
1831,Control_car_(rail),0,11,0.0
1832,Data_Encryption_Standard,4,5,0.8
1833,Nile,66,33,2.0
1834,Force,30,16,1.875
1835,Whipworm,1,6,0.16666666666666666
1836,Franz_Schubert,12,13,0.9230769230769231
1837,Southern_Ocean,24,14,1.7142857142857142
1838,Toraja,0,27,0.0
1839,Thermodynamic_temperature,2,28,0.07142857142857142
1840,The_Holocaust,66,77,0.8571428571428571
1841,Mount_Nyiragongo,2,11,0.18181818181818182
1842,Coconut_oil,5,3,1.6666666666666667
1843,French_Guiana,31,17,1.8235294117647058
1844,Electrical_resistance,26,8,3.25
1845,Daniel_Day-Lewis,2,9,0.2222222222222222
1846,President_of_the_United_States,163,57,2.8596491228070176
1847,Stratford-upon-Avon,7,5,1.4
1848,Democratic_Action_Party,3,2,1.5
1849,Tunisia,93,31,3.0
1850,Lake_Albert,10,8,1.25
1851,African_American_literature,2,29,0.06896551724137931
1852,Precambrian,23,11,2.090909090909091
1853,Natural_gas,81,41,1.975609756097561
1854,Clay,55,15,3.6666666666666665
1855,Vowel,28,16,1.75
1856,Slavic_mythology,3,9,0.3333333333333333
1857,René_Descartes,32,36,0.8888888888888888
1858,Effect_of_Hurricane_Katrina_on_New_Orleans,3,19,0.15789473684210525
1859,Abbey,10,18,0.5555555555555556
1860,Osaka,20,33,0.6060606060606061
1861,Tuatara,4,16,0.25
1862,Andrew_Jackson,22,16,1.375
1863,TGV,11,38,0.2894736842105263
1864,Magnetism,126,37,3.4054054054054053
1865,Humpback_Whale,5,26,0.19230769230769232
1866,Ray_of_Light,1,16,0.0625
1867,Starling,1,14,0.07142857142857142
1868,Star_Wars,27,33,0.8181818181818182
1869,Sri_Lankan_Civil_War,3,17,0.17647058823529413
1870,"Detroit,_Michigan",32,56,0.5714285714285714
1871,Super_Mario_64,3,8,0.375
1872,Dingo,8,10,0.8
1873,Tropical_Storm_Vamei,0,6,0.0
1874,Fossil_record,24,24,1.0
1875,Grange_Hill,0,6,0.0
1876,Algol,3,11,0.2727272727272727
1877,J._S._Fry_&_Sons,1,4,0.25
1878,Avalanche,10,16,0.625
1879,Margin_of_error,2,3,0.6666666666666666
1880,League_of_Nations,60,77,0.7792207792207793
1881,Gliese_876_c,3,17,0.17647058823529413
1882,Battle_of_Bicocca,1,11,0.09090909090909091
1883,Windows_XP,18,14,1.2857142857142858
1884,Ukraine,171,58,2.9482758620689653
1885,Iceland_hotspot,1,5,0.2
1886,Hurricane_Danny_(1997),0,6,0.0
1887,French_Southern_and_Antarctic_Lands,17,14,1.2142857142857142
1888,"Las_Vegas,_Nevada",25,35,0.7142857142857143
1889,Thorium,28,31,0.9032258064516129
1890,EMD_GP30,0,8,0.0
